cve_id,description,vendor,product,rule_based_label,svm_label,svm_confidence,final_label
CVE-2019-6843,"A CWE-755: Improper Handling of Exceptional Conditions vulnerability exists in Modicon M580 with firmware (version prior to V3.10), Modicon M340 (all firmware versions), and Modicon BMxCRA and 140CRA ",N/A,"Modicon M580, Modicon M340, And Modicon Bmxcra / 140Cra Modules (See Notification For Version Info)",SCADA,SCADA,0.0,SCADA
CVE-2021-27660,An insecure client auto update feature in C-CURE 9000 can allow remote execution of lower privileged Windows programs.,Johnson Controls,C-Cure 9000,PC,PC,0.0,PC
CVE-2021-25437,Improper access control vulnerability in Tizen FOTA service prior to Firmware update JUL-2021 Release allows attackers to arbitrary code execution by replacing FOTA update file.,Samsung Mobile,Tizen Wearable Devices,Mobile,Mobile,0.0,Mobile
CVE-2018-9084,"In System Management Module (SMM) versions prior to 1.06, if an attacker manages to log in to the device OS, the validation of software updates can be circumvented.",Lenovo,Thinksystem Smm,Mobile,Mobile,0.0,Mobile
CVE-2017-12337,"A vulnerability in the upgrade mechanism of Cisco collaboration products based on the Cisco Voice Operating System software platform could allow an unauthenticated, remote attacker to gain unauthorize",N/A,Cisco Voice Operating System,Enterprise,Enterprise,0.0,Enterprise
CVE-2019-15310,An issue was discovered on various devices via the Linkplay firmware. There is WAN remote code execution without user interaction. An attacker could retrieve the AWS key from the firmware and obtain f,N/A,N/A,Other,Other,0.0,Other
CVE-2018-9232,"Due to the lack of firmware authentication in the upgrade process of T&W WIFI Repeater BE126 devices, an attacker can craft a malicious firmware and use it as an update.",N/A,N/A,Home,Home,0.0,Home
CVE-2021-27379,"An issue was discovered in Xen through 4.11.x, allowing x86 Intel HVM guest OS users to achieve unintended read/write DMA access, and possibly cause a denial of service (host OS crash) or gain privile",N/A,N/A,Other,Other,0.0,Other
CVE-2021-1729,Windows Update Stack Setup Elevation of Privilege Vulnerability,Microsoft,Windows 10 Version 1803,PC,PC,0.0,PC
CVE-2019-6171,A vulnerability was reported in various BIOS versions of older ThinkPad systems that could allow a user with administrative privileges or physical access the ability to update the Embedded Controller ,Lenovo,Bios,PC,PC,0.0,PC
CVE-2020-4382,IBM Spectrum Scale for IBM Elastic Storage Server 5.3.0 through 5.3.5 could allow an authenticated user to cause a denial of service during deployment or upgrade pertaining to xcat services. IBM X-For,Ibm,Elastic Storage Server,Enterprise,Enterprise,0.0,Enterprise
CVE-2019-6847,"A CWE-755: Improper Handling of Exceptional Conditions vulnerability exists in Modicon M580, Modicon M340, Modicon BMxCRA and 140CRA modules (all firmware versions), which could cause a Denial of Serv",N/A,"Modicon M580, Modicon M340, And Modicon Bmxcra / 140Cra Modules (See Notification For Version Info)",Other,SCADA,0.6473786768677805,SCADA
CVE-2019-3749,Dell Command Update versions prior to 3.1 contain an Arbitrary File Deletion Vulnerability. A local authenticated malicious user with low privileges potentially could exploit this vulnerability to del,Dell,Dell Command Update (Dcu),Enterprise,Enterprise,0.0,Enterprise
CVE-2021-22792,A CWE-476: NULL Pointer Dereference vulnerability that could cause a Denial of Service on the Modicon PLC controller / simulator when updating the controller application with a specially crafted proje,N/A,"Modicon M580 Cpu (Part Numbers Bmep* And Bmeh*, All Versions), Modicon M340 Cpu (Part Numbers Bmxp34*, All Versions), Modicon Mc80 (Part Numbers Bmkc80*, All Versions), Modicon Momentum Ethernet Cpu (Part Numbers 171Cbu*, All Versions), Plc Simulator For Ecostruxureª Control Expert, Including All Unity Pro Versions (Former Name Of Ecostruxureª Control Expert, All Versions), Plc Simulator For Ecostruxureª Process Expert Including All Hdcs Versions (Former Name Of Ecostruxureª Process Expert, All Versions), Modicon Quantum Cpu (Part Numbers 140Cpu*, All Versions), Modicon Premium Cpu (Part Numbers Tsxp5*, All Versions)",SCADA,SCADA,0.0,SCADA
CVE-2023-4929,All firmware versions of the NPort 5000 Series are affected by an improper validation of integrity check vulnerability. This vulnerability results from insufficient checks on firmware updates or upgra,Moxa,Nport 5000Ai-M12 Series,SCADA,SCADA,0.0,SCADA
CVE-2016-8226,"The BIOS in Lenovo System X M5, M6, and X6 systems allows administrators to cause a denial of service via updating a UEFI data structure.",Lenovo Group Ltd.,"System X M5, M6, And X6 Bios",PC,PC,0.0,PC
CVE-2019-19587,"In WSO2 Enterprise Integrator 6.5.0, reflected XSS occurs when updating the message processor configuration from the source view in the Management Console.",N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-34045,"VMware Fusion(13.x prior to 13.5) contains a local privilege escalation vulnerability that occurs during 
installation for the first time (the user needs to drag or copy the 
application to a folder f",Vmware,Fusion,Enterprise,Enterprise,0.0,Enterprise
CVE-2018-6294,Unsecured way of firmware update in Hanwha Techwin Smartcams,Hanwha Techwin,Hanwha Techwin Smartcams,Other,Other,0.0,Other
CVE-2023-43849,Incorrect access control in firmware upgrade function of web interface in Aten PE6208 2.3.228 and 2.4.232 allows remote authenticated users to submit a firmware image via HTTP POST requests. This may ,N/A,N/A,Other,Other,0.0,Other
CVE-2021-40846,"An issue was discovered in Rhinode Trading Paints through 2.0.36. TP Updater.exe uses cleartext HTTP to check, and request, updates. Thus, attackers can man-in-the-middle a victim to download a malici",N/A,N/A,Other,Other,0.0,Other
CVE-2021-1430,"Multiple vulnerabilities in the install, uninstall, and upgrade processes of Cisco AnyConnect Secure Mobility Client for Windows could allow an authenticated, local attacker to hijack DLL or executabl",Cisco,Cisco Anyconnect Secure Mobility Client,Enterprise,Enterprise,0.0,Enterprise
CVE-2019-11753,"The Firefox installer allows Firefox to be installed to a custom user writable location, leaving it unprotected from manipulation by unprivileged users or malware. If the Mozilla Maintenance Service i",Mozilla,Firefox,PC,PC,0.0,PC
CVE-2023-34936,A stack overflow in the UpdateMacClone function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,N/A,N/A,Other,Other,0.0,Other
CVE-2023-5448,"The WP Register Profile With Shortcode plugin for WordPress is vulnerable to Cross-Site Request Forgery in versions up to, and including, 3.5.9. This is due to missing or incorrect nonce validation on",Avimegladon,Wp Register Profile With Shortcode,Other,Other,0.0,Other
CVE-2022-4569,A local privilege escalation vulnerability in the ThinkPad Hybrid USB-C with USB-A Dock Firmware Update Tool could allow an attacker with local access to execute code with elevated privileges during t,Lenovo,Thinkpad Hybrid Usb-C With Usb-A Dock Firmware Update Tool,Mobile,Mobile,0.0,Mobile
CVE-2021-41612,"An issue was discovered in the ALU unit of the OpenRISC mor1kx processor. The carry flag is not being updated correctly for the subtract instruction, which results in an incorrect value of the carry f",N/A,N/A,Other,Other,0.0,Other
CVE-2023-42143,Missing Integrity Check in Shelly TRV 20220811-152343/v2.1.8@5afc928c allows malicious users to create a backdoor by redirecting the device to an attacker-controlled machine which serves the manipulat,N/A,N/A,Other,Other,0.0,Other
CVE-2020-7012,Kibana versions 6.7.0 to 6.8.8 and 7.0.0 to 7.6.2 contain a prototype pollution flaw in the Upgrade Assistant. An authenticated attacker with privileges to write to the Kibana index could insert data ,Elastic,Kibana,Other,Other,0.0,Other
CVE-2018-18203,"A vulnerability in the update mechanism of Subaru StarLink Harman head units 2017, 2018, and 2019 may give an attacker (with physical access to the vehicle's USB ports) the ability to rewrite the firm",N/A,N/A,SCADA,SCADA,0.0,SCADA
CVE-2023-4629,"The LadiApp plugin for WordPress is vulnerable to Cross-Site Request Forgery due to a missing nonce check on the save_config() function in versions up to, and including, 4.3. This makes it possible fo",Binhnguyenplus,"Ladiapp: Landing Page, Popupx, Marketing Automation, Affiliate Marketing…",SCADA,SCADA,0.0,SCADA
CVE-2022-46422,An issue in Netgear WNR2000 v1 1.2.3.7 and earlier allows authenticated attackers to cause a Denial of Service (DoS) via uploading a crafted firmware image during the firmware update process.,N/A,N/A,Home,Home,0.0,Home
CVE-2020-5324,Dell Client Consumer and Commercial Platforms contain an Arbitrary File Overwrite Vulnerability. The vulnerability is limited to the Dell Firmware Update Utility during the time window while being exe,Dell,Dell Client Consumer And Commercial Platforms,PC,PC,0.0,PC
CVE-2022-22819,"NXP LPC55S66JBD64, LPC55S66JBD100, LPC55S66JEV98, LPC55S69JBD64, LPC55S69JBD100, and LPC55S69JEV98 microcontrollers (ROM version 1B) have a buffer overflow in parsing SB2 updates before the signature ",N/A,N/A,Other,Other,0.0,Other
CVE-2019-19925,zipfileUpdate in ext/misc/zipfile.c in SQLite 3.30.1 mishandles a NULL pathname during an update of a ZIP archive.,N/A,N/A,Other,Other,0.0,Other
CVE-2023-28065,"
Dell Command | Update, Dell Update, and Alienware Update versions 4.8.0 and prior contain an Insecure Operation on Windows Junction / Mount Point vulnerability. A local malicious user could potential",Dell,Dell Command Update (Dcu),PC,PC,0.0,PC
CVE-2017-8851,"An issue was discovered on OnePlus One and X devices. Due to a lenient updater-script on the OnePlus One and X OTA images, the fact that both products use the same OTA verification keys, and the fact ",N/A,N/A,SCADA,SCADA,0.0,SCADA
CVE-2018-9191,A local privilege escalation in Fortinet FortiClient for Windows 6.0.4 and earlier allows attackers to execute unauthorized code or commands via the named pipe responsible for Forticlient updates.,Fortinet,Fortinet Forticlient For Windows,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-3007,The vulnerability exists in Syska SW100 Smartwatch due to an improper implementation and/or configuration of Nordic Device Firmware Update (DFU) which is used for performing Over-The-Air (OTA) firmwar,Syska Led Lights Pvt Ltd,Syska Sw100 Smartwatch,Mobile,Mobile,0.0,Mobile
CVE-2022-28756,The Zoom Client for Meetings for macOS (Standard and for IT Admin) starting with version 5.7.3 and before 5.11.5 contains a vulnerability in the auto update process. A local low-privileged user could ,Zoom Video Communications Inc,Zoom Client For Meetings For Macos,PC,PC,0.0,PC
CVE-2021-36945,Windows 10 Update Assistant Elevation of Privilege Vulnerability,Microsoft,Windows Update Assistant,PC,PC,0.0,PC
CVE-2019-9126,"An issue was discovered on D-Link DIR-825 Rev.B 2.10 devices. There is an information disclosure vulnerability via requests for the router_info.xml document. This will reveal the PIN code, MAC address",N/A,N/A,Home,Home,0.0,Home
CVE-2017-1541,"A flaw in the AIX 5.3, 6.1, 7.1, and 7.2 JRE/SDK installp and updatep packages prevented the java.security, java.policy and javaws.policy files from being updated correctly. IBM X-Force ID: 130809.",Ibm,Aix,Enterprise,Enterprise,0.0,Enterprise
CVE-2020-6173,TUF (aka The Update Framework) 0.7.2 through 0.12.1 allows Uncontrolled Resource Consumption.,N/A,N/A,Other,Other,0.0,Other
CVE-2021-40376,"otris Update Manager 1.2.1.0 allows local users to achieve SYSTEM access via unauthenticated calls to exposed interfaces over a .NET named pipe. A remote attack may be possible as well, by leveraging ",N/A,N/A,Other,Other,0.0,Other
CVE-2018-11422,"Moxa OnCell G3100-HSPA Series version 1.6 Build 17100315 and prior use a proprietary configuration protocol that does not provide confidentiality, integrity, and authenticity security controls. All in",N/A,N/A,Other,Other,0.0,Other
CVE-2021-21968,"A file write vulnerability exists in the OTA update task functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. A specially-crafted MQTT payload can lead to arbitrary file overwrite. An atta",N/A,Sealevel,Other,Other,0.0,Other
CVE-2020-9142,There is a heap base buffer overflow vulnerability in some Huawei smartphone.Successful exploitation of this vulnerability can cause heap overflow and memory overwriting when the system incorrectly pr,N/A,Emui;Magic Ui,Mobile,Mobile,0.0,Mobile
CVE-2017-9034,Trend Micro ServerProtect for Linux 3.0 before CP 1531 allows attackers to write to arbitrary files and consequently execute arbitrary code with root privileges by leveraging failure to validate softw,N/A,N/A,PC,PC,0.0,PC
CVE-2020-7136,A security vulnerability in HPE Smart Update Manager (SUM) prior to version 8.5.6 could allow remote unauthorized access. Hewlett Packard Enterprise has provided a software update to resolve this vuln,Hewlett Packard Enterprise,Smart Update Manager (Sum),Other,Other,0.0,Other
CVE-2021-20325,"Missing fixes for CVE-2021-40438 and CVE-2021-26691 in the versions of httpd, as shipped in Red Hat Enterprise Linux 8.5.0, causes a security regression compared to the versions shipped in Red Hat Ent",N/A,Httpd,PC,PC,0.0,PC
CVE-2019-1337,"An information disclosure vulnerability exists when Windows Update Client fails to properly handle objects in memory, aka 'Windows Update Client Information Disclosure Vulnerability'.",Microsoft,Windows,PC,PC,0.0,PC
CVE-2017-11003,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, while updating a firmware image, data is read from flash into RAM without checking that ","Qualcomm, Inc.","Android For Msm, Firefox Os For Msm, Qrd Android",Enterprise,Enterprise,0.0,Enterprise
CVE-2019-3976,"RouterOS 6.45.6 Stable, RouterOS 6.44.5 Long-term, and below are vulnerable to an arbitrary directory creation vulnerability via the upgrade package's name field. If an authenticated user installs a m",N/A,Mikrotik Routeros,Enterprise,Enterprise,0.0,Enterprise
CVE-2019-5157,"An exploitable command injection vulnerability exists in the Cloud Connectivity functionality of WAGO PFC200 Firmware versions 03.02.02(14), 03.01.07(13), and 03.00.39(12). An attacker can inject OS c",Wago,Wago Pfc200 Firmware,SCADA,SCADA,0.0,SCADA
CVE-2017-5948,"An issue was discovered on OnePlus One, X, 2, 3, and 3T devices. OxygenOS and HydrogenOS are vulnerable to downgrade attacks. This is due to a lenient 'updater-script' in OTAs that does not check that",N/A,N/A,Mobile,Mobile,0.0,Mobile
CVE-2019-0128,Improper permissions in the installer for Intel(R) Chipset Device Software (INF Update Utility) before version 10.1.1.45 may allow an authenticated user to escalate privilege via local access.,N/A,Intel(R) Chipset Device Software (Inf Update Utility) Advisory,Other,Other,0.0,Other
CVE-2019-16732,Unencrypted HTTP communications for firmware upgrades in Petalk AI and PF-103 allow man-in-the-middle attackers to run arbitrary code as the root user.,N/A,N/A,Other,Other,0.0,Other
CVE-2021-26866,Windows Update Service Elevation of Privilege Vulnerability,Microsoft,Windows 10 Version 1803,PC,PC,0.0,PC
CVE-2020-0204,"In InstallPackage of package.cpp, there is a possible bypass of a signature check due to a Time of Check/Time of Use condition. This could lead to local escalation of privilege by allowing a bypass of",N/A,Android,Mobile,Mobile,0.0,Mobile
CVE-2023-34933,A stack overflow in the UpdateWanParams function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,N/A,N/A,Other,Other,0.0,Other
CVE-2018-7113,A security vulnerability in HPE Integrated Lights-Out 5 (iLO 5) prior to v1.37 could be locally exploited to bypass the security restrictions for firmware updates.,Hewlett Packard Enterprise,Hpe Integrated Lights-Out 5 (Ilo 5) For Hpe Gen10 Servers,Home,Home,0.0,Home
CVE-2023-47166,A firmware update vulnerability exists in the luci2-io file-import functionality of Milesight UR32L v32.3.0.7-r2. A specially crafted network request can lead to arbitrary firmware update. An attacker,Milesight,Ur32L,Other,Other,0.0,Other
CVE-2023-50267,"MeterSphere is a one-stop open source continuous testing platform. Prior to 2.10.10-lts, the authenticated attackers can update resources which don't belong to him if the resource ID is known. This is",Metersphere,Metersphere,Other,Other,0.0,Other
CVE-2019-17009,"When running, the updater service wrote status and log files to an unrestricted location; potentially allowing an unprivileged process to locate and exploit a vulnerability in file handling in the upd",Mozilla,Thunderbird,PC,PC,0.0,PC
CVE-2023-32056,Windows Server Update Service (WSUS) Elevation of Privilege Vulnerability,Microsoft,Windows 10 Version 1809,PC,PC,0.0,PC
CVE-2023-28337,"When uploading a firmware image to a Netgear Nighthawk Wifi6 Router (RAX30), a hidden “forceFWUpdate” parameter may be provided to force the upgrade to complete and bypass certain validation checks. E",N/A,Netgear Nighthawk Wifi6 Router (Rax30),Home,Home,0.0,Home
CVE-2017-9860,An issue was discovered in SMA Solar Technology products. An attacker can use Sunny Explorer or the SMAdata2+ network protocol to update the device firmware without ever having to authenticate. If an ,N/A,N/A,Other,Other,0.0,Other
CVE-2023-20082,"A vulnerability in Cisco IOS XE Software for Cisco Catalyst 9300 Series Switches could allow an authenticated, local attacker with level-15 privileges or an unauthenticated attacker with physical acce",Cisco,Cisco Ios Xe Rommon Software ,Enterprise,Enterprise,0.0,Enterprise
CVE-2021-43984,"mySCADA myPRO: Versions 8.20.0 and prior has a feature where the firmware can be updated, which may allow an attacker to inject arbitrary operating system commands through a specific parameter.",Myscada,Mypro,PC,PC,0.0,PC
CVE-2018-3920,"An exploitable code execution vulnerability exists in the firmware update functionality of the Yi Home Camera 27US 1.8.7.0D. A specially crafted 7-Zip file can cause a CRC collision, resulting in a fi",Unknown,Yi Technology,Other,Other,0.0,Other
CVE-2022-31481,"An unauthenticated attacker can send a specially crafted update file to the device that can overflow a buffer. This vulnerability impacts products based on HID Mercury Intelligent Controllers LP1501, ",Lenels2,Lnl-X2210,SCADA,SCADA,0.0,SCADA
CVE-2020-0867,"An elevation of privilege vulnerability exists when the Windows Update Orchestrator Service improperly handles file operations, aka 'Windows Update Orchestrator Service Elevation of Privilege Vulnerab",Microsoft,Windows,PC,PC,0.0,PC
CVE-2017-14090,A vulnerability in Trend Micro ScanMail for Exchange 12.0 exists in which some communications to the update servers are not encrypted.,Trend Micro,Trend Micro Scanmail For Exchange,Other,Other,0.0,Other
CVE-2022-29173,"go-tuf is a Go implementation of The Update Framework (TUF). go-tuf does not correctly implement the client workflow for updating the metadata files for roles other than the root role. Specifically, c",Theupdateframework,Go-Tuf,Other,Other,0.0,Other
CVE-2018-3833,"An exploitable firmware downgrade vulnerability exists in Insteon Hub running firmware version 1013. The firmware upgrade functionality, triggered via PubNub, retrieves signed firmware binaries using ",Insteon,Insteon,Other,Other,0.0,Other
CVE-2022-3913,Rapid7 Nexpose and InsightVM versions 6.6.82 through 6.6.177 fail to validate the certificate of the update server when downloading updates. This failure could allow an attacker in a privileged positi,Rapid7,Nexpose,Other,Enterprise,0.7492655196413479,Enterprise
CVE-2019-14707,"An issue was discovered on MicroDigital N-series cameras with firmware through 6400.0.8.5. The firmware update process is insecure, leading to remote code execution. The attacker can provide arbitrary",N/A,N/A,Other,Other,0.0,Other
CVE-2023-4052,"The Firefox updater created a directory writable by non-privileged users. When uninstalling Firefox, any files in that directory would be recursively deleted with the permissions of the uninstalling u",Mozilla,Firefox,PC,PC,0.0,PC
CVE-2018-14903,"EPSON WF-2750 printers with firmware JP02I2 do not properly validate files before running updates, which allows remote attackers to cause a printer malfunction or send malicious data to the printer.",N/A,N/A,Other,Other,0.0,Other
CVE-2020-27488,"Loxone Miniserver devices with firmware before 11.1 (aka 11.1.9.3) are unable to use an authentication method that is based on the ""signature of the update package."" Therefore, these devices (or attac",N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2021-30110,dttray.exe in Greyware Automation Products Inc Domain Time II before 5.2.b.20210331 allows remote attackers to execute arbitrary code via a URL to a malicious update in a spoofed response to the UDP q,N/A,N/A,Other,Other,0.0,Other
CVE-2019-10940,"A vulnerability has been identified in SINEMA Server (All versions < V14.0 SP2 Update 1). Incorrect session validation could allow an attacker with a valid session, with low privileges, to perform fir",Siemens Ag,Sinema Server,PC,PC,0.0,PC
CVE-2021-40847,The update process of the Circle Parental Control Service on various NETGEAR routers allows remote attackers to achieve remote code execution as root via a MitM attack. While the parental controls the,N/A,N/A,Home,Home,0.0,Home
CVE-2023-20178,"A vulnerability in the client update process of Cisco AnyConnect Secure Mobility Client Software for Windows and Cisco Secure Client Software for Windows could allow a low-privileged, authenticated, l",Cisco,Cisco Secure Client,Enterprise,Enterprise,0.0,Enterprise
CVE-2020-25233,A vulnerability has been identified in LOGO! 8 BM (incl. SIPLUS variants) (All versions < V8.3). The firmware update of affected devices contains the private RSA key that is used as a basis for encryp,Siemens,Logo! 8 Bm (Incl. Siplus Variants),SCADA,SCADA,0.0,SCADA
CVE-2022-27229,"Path transversal in some Intel(R) NUC Kits NUC7i3DN, NUC7i5DN, NUC7i7DN HDMI firmware update tool software before version 1.79.1.1 may allow an authenticated user to potentially enable escalation of p",N/A,"Intel(R) Nuc Kits Nuc7I3Dn, Nuc7I5Dn, Nuc7I7Dn Hdmi Firmware Update Tool Software",Other,Other,0.0,Other
CVE-2023-30559,The firmware update package for the wireless card is not properly signed and can be modified.,Becton Dickinson & Co ,Bd Alaris™ Point-Of-Care Unit (Pcu) Model 8015,PC,PC,0.0,PC
CVE-2019-12574,"A vulnerability in the London Trust Media Private Internet Access (PIA) VPN Client v1.0 for Windows could allow an authenticated, local attacker to run arbitrary code with elevated privileges. The PIA",N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2017-17668,"Memory write mechanism in NCR S1 Dispenser controller before firmware version 0x0156 allows an unauthenticated user to upgrade or downgrade the firmware of the device, including to older versions with",N/A,N/A,Other,Other,0.0,Other
CVE-2021-40507,"An issue was discovered in the ALU unit of the OR1200 (aka OpenRISC 1200) processor 2011-09-10 through 2015-11-11. The overflow flag is not being updated correctly for the subtract instruction, which ",N/A,N/A,Other,Other,0.0,Other
CVE-2019-12288,"An issue was discovered in upgrade_htmls.cgi on VStarcam 100T (C7824WIP) KR75.8.53.20 and 200V (C38S) KR203.18.1.20 devices. The web service, network, and account files can be manipulated through a we",N/A,N/A,Other,Other,0.0,Other
CVE-2022-46434,An issue in the firmware update process of TP-Link TL-WA7510N v1 v3.12.6 and earlier allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via uploading a crafted firmware imag,N/A,N/A,Other,Other,0.0,Other
CVE-2022-32252,"A vulnerability has been identified in SINEMA Remote Connect Server (All versions < V3.1). The application does not perform the integrity check of the update packages. Without validation, an admin use",Siemens,Sinema Remote Connect Server,SCADA,SCADA,0.0,SCADA
CVE-2023-35721,NETGEAR Multiple Routers curl_post Improper Certificate Validation Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to compromise the integrity of downloaded i,Netgear,Multiple Routers,Home,Home,0.0,Home
CVE-2022-22374,"The BMC (IBM Power 9 AC922 OP910, OP920, OP930, and OP940) may be subject to a firmware downgrade attack which may affect its ability to operate its host. IBM X-Force ID: 221442.",Ibm,Power 9 Ac922,Enterprise,Enterprise,0.0,Enterprise
CVE-2018-7799,"A DLL hijacking vulnerability exists in Schneider Electric Software Update (SESU), all versions prior to V2.2.0, which could allow an attacker to execute arbitrary code on the targeted system when pla",Schneider Electric Se,"Schneider Electric Software Update (Sesu), All Versions Prior To V2.2.0",SCADA,SCADA,0.0,SCADA
CVE-2023-24454,Jenkins TestQuality Updater Plugin 1.3 and earlier stores the TestQuality Updater password unencrypted in its global configuration file on the Jenkins controller where it can be viewed by users with a,Jenkins Project,Jenkins Testquality Updater Plugin,Home,Home,0.0,Home
CVE-2023-36650,A missing integrity check in the update system in ProLion CryptoSpike 3.0.15P2 allows attackers to execute OS commands as the root Linux user on the host system via forged update packages.,N/A,N/A,PC,PC,0.0,PC
CVE-2021-37127,"There is a signature management vulnerability in some huawei products. An attacker can forge signature and bypass the signature check. During firmware update process, successful exploit this vulnerabi",N/A,Imanager Neteco;Imanager Neteco 6000,Other,Other,0.0,Other
CVE-2022-48359,The recovery mode for updates has a vulnerability that causes arbitrary disk modification. Successful exploitation of this vulnerability may affect confidentiality.,Huawei,Harmonyos,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-36344,An unquoted search path vulnerability exists in 'JustSystems JUST Online Update for J-License' bundled with multiple products for corporate users as in Ichitaro through Pro5 and others. Since the affe,Justsystems Corporation,Justsystems Just Online Update For J-License',PC,PC,0.0,PC
CVE-2018-3832,An exploitable firmware update vulnerability exists in Insteon Hub running firmware version 1013. The HTTP server allows for uploading arbitrary MPFS binaries that could be modified to enable access t,Insteon,Insteon,Other,Other,0.0,Other
CVE-2018-3891,"An exploitable firmware downgrade vulnerability exists in the firmware update functionality of Yi Home Camera 27US 1.8.7.0D. A specially crafted file can cause a logic flaw, resulting in a firmware do",Unknown,Yi Technology,Other,Other,0.0,Other
CVE-2020-7743,The package mathjs before 7.5.1 are vulnerable to Prototype Pollution via the deepExtend function that runs upon configuration updates.,N/A,Mathjs,Other,Other,0.0,Other
CVE-2020-27540,Bash injection vulnerability and bypass of signature verification in Rostelecom CS-C2SHW 5.0.082.1. The camera reads firmware update configuration from SD card file vc\version.json. fw-sign parameter ,N/A,N/A,PC,PC,0.0,PC
CVE-2016-5253,The Updater in Mozilla Firefox before 48.0 on Windows allows local users to write to arbitrary files via vectors involving the callback application-path parameter and a hard link.,N/A,N/A,PC,PC,0.0,PC
CVE-2020-10926,This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of NETGEAR R6700 V1.0.4.84_10.0.58 routers. Authentication is not required to exploit this vuln,Netgear,R6700,Home,Home,0.0,Home
CVE-2020-25166,"An improper verification of the cryptographic signature of firmware updates of the B. Braun Melsungen AG SpaceCom Version L81/U61 and earlier, and the Data module compactplus Versions A10 and A11 allo",B. Braun Melsungen Ag,Spacecom,SCADA,SCADA,0.0,SCADA
CVE-2018-7298,"In /usr/local/etc/config/addons/mh/loopupd.sh on eQ-3 AG HomeMatic CCU2 2.29.22 devices, software update packages are downloaded via the HTTP protocol, which does not provide any cryptographic protect",N/A,N/A,Other,Other,0.0,Other
CVE-2020-15838,The Agent Update System in ConnectWise Automate before 2020.8 allows Privilege Escalation because the _LTUPDATE folder has weak permissions.,N/A,N/A,Other,Other,0.0,Other
CVE-2023-37541,HCL Connections contains a broken access control vulnerability that may allow unauthorized user to update data in certain scenarios.,Hcl Software,Connections,Other,Other,0.0,Other
CVE-2022-38956,An exploitable firmware downgrade vulnerability was discovered on the Netgear WPN824EXT WiFi Range Extender. An attacker can conduct a MITM attack to replace the user-uploaded firmware image with an o,N/A,N/A,Home,Home,0.0,Home
CVE-2023-1442,A vulnerability was found in Meizhou Qingyunke QYKCMS 4.3.0. It has been classified as problematic. This affects an unknown part of the file /admin_system/api.php of the component Update Handler. The ,Meizhou Qingyunke,Qykcms,Other,Other,0.0,Other
CVE-2022-46330,Squirrel.Windows is both a toolset and a library that provides installation and update functionality for Windows desktop applications. Installers generated by Squirrel.Windows 2.0.1 and earlier contai,Squirrel,Installers Generated By Squirrel.Windows,PC,PC,0.0,PC
CVE-2017-6466,"F-Secure Software Updater 2.20, as distributed in several F-Secure products, downloads installation packages over plain http and does not perform file integrity validation after download. Man-in-the-m",N/A,N/A,Other,Other,0.0,Other
CVE-2019-19041,"An issue was discovered in Xorux Lpar2RRD 6.11 and Stor2RRD 2.61, as distributed in Xorux 2.41. They do not correctly verify the integrity of an upgrade package before processing it. As a result, offi",N/A,N/A,Other,Other,0.0,Other
CVE-2017-2865,An exploitable vulnerability exists in the firmware update functionality of Circle with Disney. Specially crafted network packets can cause the product to run an attacker-supplied shell script. An att,Circle Media,Circle,Other,Other,0.0,Other
CVE-2021-20173,"Netgear Nighthawk R6700 version 1.0.4.120 contains a command injection vulnerability in update functionality of the device. By triggering a system update check via the SOAP interface, the device is su",N/A,Netgear Nighthawk R6700,Home,Home,0.0,Home
CVE-2019-9745,CloudCTI HIP Integrator Recognition Configuration Tool allows privilege escalation via its EXQUISE integration. This tool communicates with a service (Recognition Update Client Service) via an insecur,N/A,N/A,Other,Enterprise,0.6306209366518842,Enterprise
CVE-2022-23703,"A security vulnerability has been identified in HPE Nimble Storage Hybrid Flash Arrays, HPE Nimble Storage All Flash Arrays and HPE Nimble Storage Secondary Flash Arrays during update. This would pote",N/A,Hpe Nimble Storage Hybrid Flash Arrays; Nimble Storage All Flash Arrays; Nimble Storage Secondary Flash Arrays,Enterprise,Enterprise,0.0,Enterprise
CVE-2018-12167,Firmware update routine in bootloader for Intel(R) Optane(TM) SSD DC P4800X before version E2010435 may allow a privileged user to potentially enable a denial of service via local access.,Intel Corporation,Intel(R) Optane(Tm) Ssd Dc P4800X,PC,PC,0.0,PC
CVE-2022-22554,"Dell EMC System Update, version 1.9.2 and prior, contain an Unprotected Storage of Credentials vulnerability. A local attacker with user privleges could potentially exploit this vulnerability leading ",Dell,Dellemc System Update - Dsu,Enterprise,Enterprise,0.0,Enterprise
